job_title,experience_level,employment_type,work_models,work_year,employee_residence,salary,salary_currency,salary_in_usd,company_location,company_size,remote_ratio
Data Science Manager,SE,FT,Remote,2023,US,52100,USD,52100,US,M,100
AI Scientist,SE,FT,On-site,2023,US,219000,USD,219000,US,M,0
AI Scientist,SE,FT,On-site,2023,US,152000,USD,152000,US,M,0
Machine Learning Engineer,SE,FT,Remote,2023,US,204500,USD,204500,US,M,100
Machine Learning Engineer,SE,FT,Remote,2023,US,142200,USD,142200,US,M,100
Data Visualization Specialist,MI,FT,On-site,2023,US,158000,USD,158000,US,M,0
Data Visualization Specialist,MI,FT,On-site,2023,US,90300,USD,90300,US,M,0
Data Engineer,SE,FT,Remote,2023,US,170000,USD,170000,US,M,100
Data Engineer,SE,FT,Remote,2023,US,175000,USD,175000,US,M,100
Applied Scientist,MI,FT,On-site,2023,US,260000,USD,260000,US,L,0
Data Engineer,SE,FT,On-site,2023,US,152375,USD,152375,US,M,0
Data Engineer,SE,FT,On-site,2023,US,94000,USD,94000,US,M,0
Data Analyst,SE,FT,On-site,2023,US,82000,USD,82000,US,M,0
Data Analyst,SE,FT,On-site,2023,US,77000,USD,77000,US,M,0
Data Engineer,SE,FT,Remote,2023,US,196000,USD,196000,US,M,100
Data Engineer,SE,FT,Remote,2023,US,94000,USD,94000,US,M,100
Data Scientist,SE,FT,On-site,2023,US,264846,USD,264846,US,M,0
Data Scientist,SE,FT,On-site,2023,US,143060,USD,143060,US,M,0
Data Analyst,EN,FT,On-site,2023,US,203000,USD,203000,US,M,0
Data Analyst,EN,FT,On-site,2023,US,89030,USD,89030,US,M,0
Data Analyst,EN,FT,On-site,2023,US,160800,USD,160800,US,M,0
Data Analyst,EN,FT,On-site,2023,US,92700,USD,92700,US,M,0
Data Analyst,SE,FT,On-site,2023,US,62000,USD,62000,US,M,0
Data Analyst,SE,FT,On-site,2023,US,51000,USD,51000,US,M,0
Data Analyst,EN,FT,On-site,2023,US,137500,USD,137500,US,M,0
Data Analyst,EN,FT,On-site,2023,US,100000,USD,100000,US,M,0
Data Analyst,EN,FT,On-site,2023,US,50000,USD,50000,US,M,0
BI Developer,MI,FT,On-site,2023,US,154800,USD,154800,US,M,0
BI Developer,MI,FT,On-site,2023,US,76300,USD,76300,US,M,0
Research Scientist,SE,FT,On-site,2023,US,240000,USD,240000,US,M,0
Research Scientist,SE,FT,On-site,2023,US,200000,USD,200000,US,M,0
Machine Learning Engineer,SE,FT,On-site,2023,US,240000,USD,240000,US,M,0
Data Engineer,EX,FT,On-site,2023,US,465000,USD,465000,US,M,0
Data Engineer,EX,FT,On-site,2023,US,385000,USD,385000,US,M,0
Data Engineer,MI,FT,On-site,2023,US,240000,USD,240000,US,M,0
Business Intelligence Engineer,SE,FT,Remote,2023,US,116300,USD,116300,US,M,100
Business Intelligence Engineer,SE,FT,Remote,2023,US,84600,USD,84600,US,M,100
AI Engineer,SE,FT,On-site,2023,US,129700,USD,129700,US,M,0
AI Engineer,SE,FT,On-site,2023,US,86500,USD,86500,US,M,0
Machine Learning Engineer,SE,FT,On-site,2023,US,225300,USD,225300,US,M,0
Machine Learning Engineer,SE,FT,On-site,2023,US,197400,USD,197400,US,M,0
Data Engineer,SE,FT,On-site,2023,US,266000,USD,266000,US,M,0
Data Engineer,SE,FT,On-site,2023,US,152000,USD,152000,US,M,0
Data Science Manager,SE,FT,On-site,2023,US,224000,USD,224000,US,M,0
Data Science Manager,SE,FT,On-site,2023,US,165000,USD,165000,US,M,0
Machine Learning Engineer,SE,FT,On-site,2023,US,255000,USD,255000,US,M,0
Machine Learning Engineer,SE,FT,On-site,2023,US,169000,USD,169000,US,M,0
Data Engineer,MI,FT,On-site,2023,US,169000,USD,169000,US,M,0
Data Engineer,MI,FT,On-site,2023,US,91000,USD,91000,US,M,0
Data Scientist,SE,FT,On-site,2023,US,136500,USD,136500,US,M,0
Machine Learning Engineer,SE,FT,On-site,2023,US,248100,USD,248100,US,M,0
Machine Learning Engineer,SE,FT,On-site,2023,US,145900,USD,145900,US,M,0
Data Analyst,SE,FT,On-site,2023,US,185100,USD,185100,US,M,0
Data Analyst,SE,FT,On-site,2023,US,133300,USD,133300,US,M,0
Data Engineer,MI,FT,On-site,2023,US,115000,USD,115000,US,M,0
Data Scientist,SE,FT,On-site,2023,US,220000,USD,220000,US,M,0
Data Architect,SE,FT,On-site,2023,US,186000,USD,186000,US,M,0
Data Architect,SE,FT,On-site,2023,US,81800,USD,81800,US,M,0
Data Scientist,SE,FT,Remote,2023,US,100000,USD,100000,US,M,100
Machine Learning Researcher,MI,FT,On-site,2023,US,224400,USD,224400,US,M,0
Machine Learning Researcher,MI,FT,On-site,2023,US,138700,USD,138700,US,M,0
Data Engineer,EX,FT,Remote,2023,US,210000,USD,210000,US,M,100
Data Engineer,EX,FT,Remote,2023,US,168000,USD,168000,US,M,100
Machine Learning Engineer,SE,FT,On-site,2023,US,224400,USD,224400,US,M,0
Machine Learning Engineer,SE,FT,On-site,2023,US,138700,USD,138700,US,M,0
Data Scientist,SE,FT,On-site,2023,US,300000,USD,300000,US,M,0
Data Scientist,SE,FT,On-site,2023,US,234000,USD,234000,US,M,0
Analytics Engineer,MI,FT,On-site,2023,US,140000,USD,140000,US,M,0
Analytics Engineer,MI,FT,On-site,2023,US,120000,USD,120000,US,M,0
Data Analyst,MI,FT,On-site,2023,US,155000,USD,155000,US,M,0
Data Analyst,MI,FT,On-site,2023,US,110000,USD,110000,US,M,0
Machine Learning Engineer,SE,FT,On-site,2023,US,273400,USD,273400,US,M,0
Machine Learning Engineer,SE,FT,On-site,2023,US,182200,USD,182200,US,M,0
BI Developer,SE,FT,On-site,2023,US,167500,USD,167500,US,M,0
BI Developer,SE,FT,On-site,2023,US,106500,USD,106500,US,M,0
Data Engineer,SE,FT,On-site,2023,US,185900,USD,185900,US,M,0
Data Engineer,SE,FT,On-site,2023,US,129300,USD,129300,US,M,0
Data Engineer,SE,FT,On-site,2023,US,122000,USD,122000,US,M,0
Data Engineer,SE,FT,On-site,2023,US,94500,USD,94500,US,M,0
Data Analyst,SE,FT,On-site,2023,US,176000,USD,176000,US,M,0
Data Scientist,SE,FT,Remote,2023,US,223400,USD,223400,US,M,100
Data Scientist,SE,FT,Remote,2023,US,186200,USD,186200,US,M,100
Data Engineer,SE,FT,On-site,2023,US,167500,USD,167500,US,M,0
Data Engineer,SE,FT,On-site,2023,US,106500,USD,106500,US,M,0
Research Analyst,EN,FT,Remote,2023,US,72000,USD,72000,US,M,100
Research Analyst,EN,FT,Remote,2023,US,64000,USD,64000,US,M,100
Analytics Engineer,SE,FT,On-site,2023,US,179820,USD,179820,US,M,0
Analytics Engineer,SE,FT,On-site,2023,US,143860,USD,143860,US,M,0
Research Scientist,SE,FT,On-site,2023,US,283050,USD,283050,US,M,0
Research Scientist,SE,FT,On-site,2023,US,188700,USD,188700,US,M,0
Research Engineer,SE,FT,On-site,2023,US,141298,USD,141298,US,M,0
Research Engineer,SE,FT,On-site,2023,US,115607,USD,115607,US,M,0
Research Scientist,SE,FT,On-site,2023,US,287500,USD,287500,US,M,0
Research Scientist,SE,FT,On-site,2023,US,156000,USD,156000,US,M,0
Data Analyst,MI,FT,Remote,2023,US,70000,USD,70000,US,M,100
Data Engineer,SE,FT,On-site,2023,US,199000,USD,199000,US,M,0
Data Engineer,SE,FT,On-site,2023,US,162000,USD,162000,US,M,0
Data Engineer,MI,FT,Remote,2023,US,170884,USD,170884,US,M,100
Data Engineer,MI,FT,Remote,2023,US,113923,USD,113923,US,M,100
Data Engineer,MI,FT,On-site,2023,US,184000,USD,184000,US,M,0
Data Engineer,MI,FT,On-site,2023,US,123000,USD,123000,US,M,0
Data Scientist,SE,FT,On-site,2023,US,235750,USD,235750,US,M,0
Data Scientist,SE,FT,On-site,2023,US,174250,USD,174250,US,M,0
Research Scientist,MI,FT,Remote,2023,US,165000,USD,165000,US,M,100
Research Scientist,MI,FT,Remote,2023,US,118800,USD,118800,US,M,100
Data Engineer,SE,FT,Remote,2023,US,225000,USD,225000,US,M,100
Machine Learning Engineer,MI,FT,On-site,2023,US,213900,USD,213900,US,M,0
Machine Learning Engineer,MI,FT,On-site,2023,US,116800,USD,116800,US,M,0
Data Scientist,SE,FT,Remote,2023,US,220000,USD,220000,US,M,100
Data Scientist,SE,FT,Remote,2023,US,150000,USD,150000,US,M,100
Data Scientist,MI,FT,On-site,2023,US,150000,USD,150000,US,M,0
Data Scientist,MI,FT,On-site,2023,US,100000,USD,100000,US,M,0
Data Engineer,MI,FT,On-site,2023,US,155000,USD,155000,US,M,0
Data Engineer,MI,FT,On-site,2023,US,120000,USD,120000,US,M,0
Data Engineer,SE,FT,On-site,2023,US,226700,USD,226700,US,M,0
Data Engineer,SE,FT,On-site,2023,US,133300,USD,133300,US,M,0
Data Engineer,SE,FT,On-site,2023,US,184000,USD,184000,US,M,0
Data Engineer,SE,FT,On-site,2023,US,123000,USD,123000,US,M,0
Data Scientist,SE,FT,On-site,2023,US,117000,USD,117000,US,M,0
Data Science Engineer,SE,FT,Remote,2023,US,160000,USD,160000,US,M,100
Data Science Engineer,SE,FT,Remote,2023,US,140000,USD,140000,US,M,100
Data Scientist,MI,FT,On-site,2023,US,73000,USD,73000,US,M,0
Data Scientist,SE,FT,Remote,2023,US,185900,USD,185900,US,M,100
Data Scientist,SE,FT,Remote,2023,US,129300,USD,129300,US,M,100
Data Engineer,MI,FT,On-site,2023,US,104000,USD,104000,US,M,0
Data Engineer,SE,FT,Remote,2023,US,143000,USD,143000,US,M,100
Data Engineer,SE,FT,Remote,2023,US,116000,USD,116000,US,M,100
Research Scientist,MI,FT,On-site,2023,US,220000,USD,220000,US,M,0
Research Scientist,MI,FT,On-site,2023,US,180000,USD,180000,US,M,0
Data Engineer,SE,FT,On-site,2023,US,215000,USD,215000,US,M,0
Data Scientist,MI,FT,On-site,2023,US,253000,USD,253000,US,M,0
Data Scientist,MI,FT,On-site,2023,US,131000,USD,131000,US,M,0
Data Scientist,SE,FT,On-site,2023,US,147000,USD,147000,US,M,0
Data Product Manager,MI,FT,On-site,2023,US,186000,USD,186000,US,M,0
Data Product Manager,MI,FT,On-site,2023,US,161000,USD,161000,US,M,0
Machine Learning Engineer,SE,FT,On-site,2023,US,205000,USD,205000,US,M,0
Data Analyst,SE,FT,Remote,2023,US,137000,USD,137000,US,M,100
Data Analyst,SE,FT,Remote,2023,US,110000,USD,110000,US,M,100
Data Scientist,SE,FT,Remote,2023,US,172000,USD,172000,US,M,100
Data Engineer,MI,FT,On-site,2023,US,148000,USD,148000,US,M,0
Data Engineer,MI,FT,On-site,2023,US,99000,USD,99000,US,M,0
Data Analyst,EN,FT,On-site,2023,US,105000,USD,105000,US,M,0
Data Engineer,SE,FT,On-site,2023,US,99000,USD,99000,US,M,0
Data Engineer,SE,FT,On-site,2023,US,52500,USD,52500,US,M,0
Machine Learning Scientist,SE,FT,Remote,2023,US,180514,USD,180514,US,M,100
Machine Learning Scientist,SE,FT,Remote,2023,US,108308,USD,108308,US,M,100
Machine Learning Engineer,SE,FT,On-site,2023,US,210000,USD,210000,US,M,0
Machine Learning Engineer,SE,FT,On-site,2023,US,147000,USD,147000,US,M,0
Data Engineer,SE,FT,On-site,2023,US,290300,USD,290300,US,M,0
Data Engineer,SE,FT,On-site,2023,US,196685,USD,196685,US,M,0
AI Engineer,SE,FT,On-site,2023,US,220000,USD,220000,US,M,0
AI Engineer,SE,FT,On-site,2023,US,176000,USD,176000,US,M,0
Machine Learning Engineer,MI,FT,On-site,2023,US,175000,USD,175000,US,M,0
Machine Learning Engineer,MI,FT,On-site,2023,US,130000,USD,130000,US,M,0
Data Architect,SE,FT,On-site,2023,US,185000,USD,185000,US,M,0
Data Architect,SE,FT,On-site,2023,US,150000,USD,150000,US,M,0
Data Engineer,SE,FT,On-site,2023,US,115000,USD,115000,US,M,0
MLOps Engineer,EN,FT,On-site,2023,US,133000,USD,133000,US,M,0
MLOps Engineer,EN,FT,On-site,2023,US,58300,USD,58300,US,M,0
Data Engineer,SE,FT,On-site,2023,US,230300,USD,230300,US,M,0
Data Scientist,SE,FT,On-site,2023,US,224800,USD,224800,US,M,0
Data Scientist,SE,FT,On-site,2023,US,131100,USD,131100,US,M,0
Data Scientist,SE,FT,On-site,2023,US,258000,USD,258000,US,M,0
Data Scientist,SE,FT,On-site,2023,US,171000,USD,171000,US,M,0
Data Engineer,SE,FT,On-site,2023,US,196000,USD,196000,US,M,0
Data Engineer,SE,FT,On-site,2023,US,121000,USD,121000,US,M,0
Data Engineer,SE,FT,On-site,2023,US,195800,USD,195800,US,M,0
Data Engineer,SE,FT,On-site,2023,US,171500,USD,171500,US,M,0
Data Modeler,MI,FT,On-site,2023,US,166000,USD,166000,US,M,0
Data Modeler,MI,FT,On-site,2023,US,73100,USD,73100,US,M,0
Data Scientist,MI,FT,On-site,2023,US,160000,USD,160000,US,M,0
Data Scientist,EN,FT,On-site,2023,US,85000,USD,85000,US,M,0
Data Scientist,EN,FT,On-site,2023,US,65000,USD,65000,US,M,0
Machine Learning Engineer,MI,FT,On-site,2023,US,220000,USD,220000,US,M,0
Data Scientist,SE,FT,On-site,2023,US,152000,USD,152000,US,M,0
Research Engineer,MI,FT,On-site,2023,US,220000,USD,220000,US,M,0
Research Engineer,MI,FT,On-site,2023,US,100000,USD,100000,US,M,0
Data Scientist,SE,FT,On-site,2023,US,150200,USD,150200,US,M,0
Data Scientist,SE,FT,On-site,2023,US,71000,USD,71000,US,M,0
Data Engineer,SE,FT,On-site,2023,US,167200,USD,167200,US,M,0
Data Engineer,SE,FT,On-site,2023,US,133000,USD,133000,US,M,0
Data Engineer,SE,FT,On-site,2023,US,58400,USD,58400,US,M,0
Data Scientist,MI,FT,On-site,2023,US,135000,USD,135000,US,M,0
Data Engineer,MI,FT,On-site,2023,US,166000,USD,166000,US,M,0
Data Engineer,MI,FT,On-site,2023,US,73100,USD,73100,US,M,0
Data Analyst,SE,FT,Remote,2023,US,165000,USD,165000,US,M,100
Data Analyst,SE,FT,Remote,2023,US,140000,USD,140000,US,M,100
Analytics Engineer,MI,FT,Remote,2023,US,700000,USD,700000,US,M,100
Analytics Engineer,MI,FT,Remote,2023,US,150000,USD,150000,US,M,100
Data Analyst,MI,FT,On-site,2023,US,167000,USD,167000,US,M,0
Data Analyst,MI,FT,On-site,2023,US,121000,USD,121000,US,M,0
Data Scientist,SE,FT,On-site,2023,US,190200,USD,190200,US,M,0
Data Scientist,SE,FT,On-site,2023,US,95100,USD,95100,US,M,0
Data Analyst,EN,FT,On-site,2023,US,133000,USD,133000,US,M,0
Data Analyst,EN,FT,On-site,2023,US,58400,USD,58400,US,M,0
Data Engineer,SE,FT,On-site,2023,US,135000,USD,135000,US,M,0
Data Engineer,SE,FT,On-site,2023,US,100000,USD,100000,US,M,0
Machine Learning Engineer,SE,FT,On-site,2023,US,294000,USD,294000,US,M,0
Machine Learning Engineer,SE,FT,On-site,2023,US,192000,USD,192000,US,M,0
Machine Learning Engineer,SE,FT,On-site,2023,US,266000,USD,266000,US,M,0
Machine Learning Engineer,SE,FT,On-site,2023,US,167000,USD,167000,US,M,0
Machine Learning Engineer,SE,FT,Remote,2023,US,200000,USD,200000,US,M,100
Machine Learning Engineer,SE,FT,Remote,2023,US,150000,USD,150000,US,M,100
Data Analyst,EN,FT,Remote,2023,US,163800,USD,163800,US,M,100
Data Analyst,EN,FT,Remote,2023,US,88200,USD,88200,US,M,100
Data Analyst,SE,FT,On-site,2023,US,180400,USD,180400,US,M,0
Data Analyst,SE,FT,On-site,2023,US,138800,USD,138800,US,M,0
Machine Learning Engineer,SE,FT,Remote,2023,US,319000,USD,319000,US,M,100
Machine Learning Engineer,SE,FT,Remote,2023,US,206000,USD,206000,US,M,100
Data Scientist,SE,FT,On-site,2023,US,215000,USD,215000,US,M,0
Data Scientist,SE,FT,On-site,2023,US,142000,USD,142000,US,M,0
Data Scientist,SE,FT,On-site,2023,US,266000,USD,266000,US,M,0
Data Scientist,SE,FT,On-site,2023,US,167000,USD,167000,US,M,0
Data Engineer,MI,FT,On-site,2023,US,178300,USD,178300,US,M,0
Data Engineer,MI,FT,On-site,2023,US,105400,USD,105400,US,M,0
Machine Learning Engineer,SE,FT,On-site,2023,US,142000,USD,142000,US,M,0
Research Scientist,SE,FT,Remote,2023,US,240000,USD,240000,US,M,100
Research Scientist,SE,FT,Remote,2023,US,210000,USD,210000,US,M,100
Data Engineer,MI,FT,On-site,2023,US,750000,USD,750000,US,M,0
Data Engineer,MI,FT,On-site,2023,US,150000,USD,150000,US,M,0
Data Science Consultant,SE,FT,On-site,2023,US,145000,USD,145000,US,M,0
Data Science Consultant,SE,FT,On-site,2023,US,128000,USD,128000,US,M,0
Data Engineer,SE,FT,Remote,2023,US,154000,USD,154000,US,M,100
Data Engineer,SE,FT,Remote,2023,US,126000,USD,126000,US,M,100
Machine Learning Scientist,SE,FT,On-site,2023,US,240000,USD,240000,US,M,0
Machine Learning Scientist,SE,FT,On-site,2023,US,157250,USD,157250,US,M,0
Data Engineer,EX,FT,Remote,2023,US,219650,USD,219650,US,M,100
Data Engineer,EX,FT,Remote,2023,US,136000,USD,136000,US,M,100
Machine Learning Engineer,MI,FT,Remote,2023,US,180000,USD,180000,US,M,100
Machine Learning Engineer,MI,FT,Remote,2023,US,125000,USD,125000,US,M,100
Data Scientist,SE,FT,On-site,2023,US,247600,USD,247600,US,L,0
Data Scientist,SE,FT,On-site,2023,US,127300,USD,127300,US,L,0
Data Engineer,MI,FT,On-site,2023,US,250000,USD,250000,US,M,0
Data Engineer,MI,FT,On-site,2023,US,125000,USD,125000,US,M,0
Machine Learning Engineer,SE,FT,Remote,2023,US,190000,USD,190000,US,M,100
Machine Learning Engineer,SE,FT,Remote,2023,US,170000,USD,170000,US,M,100
Data Scientist,SE,FT,Remote,2023,US,202600,USD,202600,US,M,100
Data Scientist,SE,FT,Remote,2023,US,168800,USD,168800,US,M,100
Data Scientist,SE,FT,Remote,2023,US,203000,USD,203000,US,M,100
Data Scientist,SE,FT,Remote,2023,US,127000,USD,127000,US,M,100
Business Intelligence Analyst,MI,FT,Remote,2023,US,125009,USD,125009,US,M,100
Business Intelligence Analyst,MI,FT,Remote,2023,US,83339,USD,83339,US,M,100
Data Analyst,SE,FT,Remote,2023,US,112200,USD,112200,US,M,100
Data Analyst,SE,FT,Remote,2023,US,91800,USD,91800,US,M,100
Data Scientist,EN,PT,On-site,2023,US,133000,USD,133000,US,M,0
Data Scientist,EN,PT,On-site,2023,US,58300,USD,58300,US,M,0
Data Engineer,SE,FT,On-site,2023,US,254000,USD,254000,US,M,0
Data Engineer,SE,FT,On-site,2023,US,159000,USD,159000,US,M,0
Data Engineer,SE,FT,On-site,2023,US,85000,USD,85000,US,M,0
Data Scientist,MI,FT,On-site,2023,US,130500,USD,130500,US,M,0
Data Scientist,MI,FT,On-site,2023,US,116000,USD,116000,US,M,0
Research Analyst,EN,FT,Remote,2023,US,81400,USD,81400,US,M,100
Research Analyst,EN,FT,Remote,2023,US,43500,USD,43500,US,M,100
Data Engineer,MI,FT,On-site,2023,US,92000,USD,92000,US,M,0
Data Analyst,SE,FT,On-site,2023,US,166000,USD,166000,US,M,0
Data Analyst,SE,FT,On-site,2023,US,73100,USD,73100,US,M,0
Research Scientist,SE,FT,On-site,2023,US,190000,USD,190000,US,M,0
Research Scientist,SE,FT,On-site,2023,US,165000,USD,165000,US,M,0
Machine Learning Engineer,SE,FT,On-site,2023,US,305600,USD,305600,US,M,0
Machine Learning Engineer,SE,FT,On-site,2023,US,146600,USD,146600,US,M,0
Data Engineer,SE,FT,On-site,2023,US,275000,USD,275000,US,M,0
Data Engineer,SE,FT,On-site,2023,US,146400,USD,146400,US,M,0
Data Scientist,SE,FT,On-site,2023,US,208500,USD,208500,US,M,0
Data Scientist,SE,FT,On-site,2023,US,165000,USD,165000,US,M,0
Data Scientist,SE,FT,On-site,2023,US,258700,USD,258700,US,M,0
Data Scientist,SE,FT,On-site,2023,US,172500,USD,172500,US,M,0
Data Engineer,SE,FT,Remote,2023,US,185000,USD,185000,US,M,100
Business Intelligence Analyst,SE,FT,On-site,2023,US,198200,USD,198200,US,M,0
Business Intelligence Analyst,SE,FT,On-site,2023,US,110200,USD,110200,US,M,0
Machine Learning Researcher,SE,FT,On-site,2023,US,166000,USD,166000,US,M,0
Machine Learning Researcher,SE,FT,On-site,2023,US,73100,USD,73100,US,M,0
Machine Learning Researcher,SE,FT,On-site,2023,US,212000,USD,212000,US,M,0
Machine Learning Researcher,SE,FT,On-site,2023,US,93300,USD,93300,US,M,0
AI Engineer,SE,FT,On-site,2023,US,212000,USD,212000,US,M,0
AI Engineer,SE,FT,On-site,2023,US,93300,USD,93300,US,M,0
Data Engineer,MI,FT,On-site,2023,US,167100,USD,167100,US,M,0
Data Engineer,MI,FT,On-site,2023,US,111400,USD,111400,US,M,0
Data Scientist,EN,FT,Remote,2023,US,166000,USD,166000,US,M,100
Data Scientist,EN,FT,Remote,2023,US,73100,USD,73100,US,M,100
Data Analyst,EX,FT,On-site,2023,US,170000,USD,170000,US,M,0
Data Analyst,EX,FT,On-site,2023,US,145000,USD,145000,US,M,0
Data Architect,SE,FT,Remote,2023,US,170000,USD,170000,US,M,100
Data Architect,SE,FT,Remote,2023,US,135000,USD,135000,US,M,100
Data Engineer,SE,FT,On-site,2023,US,139810,USD,139810,US,M,0
Data Engineer,SE,FT,On-site,2023,US,95325,USD,95325,US,M,0
Data Engineer,SE,FT,Remote,2023,US,247300,USD,247300,US,M,100
Data Engineer,SE,FT,Remote,2023,US,139700,USD,139700,US,M,100
Data Scientist,SE,FT,Remote,2023,US,188000,USD,188000,US,M,100
Data Scientist,SE,FT,Remote,2023,US,139000,USD,139000,US,M,100
Data Scientist,SE,FT,On-site,2023,US,750000,USD,750000,US,M,0
Data Engineer,SE,FT,On-site,2023,US,160000,USD,160000,US,M,0
Data Manager,MI,FT,Remote,2023,US,127000,USD,127000,US,M,100
Data Manager,MI,FT,Remote,2023,US,65000,USD,65000,US,M,100
ML Engineer,SE,FT,On-site,2023,US,276000,USD,276000,US,M,0
ML Engineer,SE,FT,On-site,2023,US,174000,USD,174000,US,M,0
Analytics Engineer,EX,FT,Remote,2023,US,250000,USD,250000,US,M,100
Analytics Engineer,EX,FT,Remote,2023,US,210000,USD,210000,US,M,100
Data Science Director,EX,FT,On-site,2023,US,212000,USD,212000,US,M,0
Data Science Director,EX,FT,On-site,2023,US,190000,USD,190000,US,M,0
Research Engineer,SE,FT,On-site,2023,US,261500,USD,261500,US,L,0
Research Engineer,SE,FT,On-site,2023,US,134500,USD,134500,US,L,0
Data Architect,SE,FT,On-site,2023,US,239000,USD,239000,US,L,0
Data Architect,SE,FT,On-site,2023,US,122900,USD,122900,US,L,0
ML Engineer,SE,FT,On-site,2023,US,331640,USD,331640,US,M,0
ML Engineer,SE,FT,On-site,2023,US,267720,USD,267720,US,M,0
Data Engineer,SE,FT,On-site,2023,US,180000,USD,180000,US,M,0
Data Engineer,SE,FT,On-site,2023,US,90000,USD,90000,US,M,0
Data Analyst,MI,FT,Remote,2023,US,83000,USD,83000,US,M,100
Data Analyst,MI,FT,Remote,2023,US,66000,USD,66000,US,M,100
Data Scientist,SE,FT,On-site,2023,US,224250,USD,224250,US,M,0
Data Scientist,SE,FT,On-site,2023,US,121550,USD,121550,US,M,0
Data Engineer,MI,FT,Remote,2023,US,109000,USD,109000,US,M,100
Data Engineer,MI,FT,Remote,2023,US,100000,USD,100000,US,M,100
Data Scientist,SE,FT,On-site,2023,US,205400,USD,205400,US,M,0
Data Scientist,SE,FT,On-site,2023,US,92900,USD,92900,US,M,0
ML Engineer,EN,FT,On-site,2023,US,220000,USD,220000,US,M,0
ML Engineer,EN,FT,On-site,2023,US,130000,USD,130000,US,M,0
Data Scientist,MI,FT,Remote,2023,US,160000,USD,160000,US,M,100
Data Scientist,MI,FT,Remote,2023,US,110000,USD,110000,US,M,100
Business Intelligence Engineer,SE,FT,Remote,2023,US,186030,USD,186030,US,M,100
Business Intelligence Engineer,SE,FT,Remote,2023,US,110200,USD,110200,US,M,100
Research Engineer,MI,FT,Remote,2023,US,130000,USD,130000,US,M,100
Research Engineer,MI,FT,Remote,2023,US,100000,USD,100000,US,M,100
Data Scientist,MI,FT,On-site,2023,US,242000,USD,242000,US,M,0
Data Scientist,MI,FT,On-site,2023,US,106200,USD,106200,US,M,0
Data Scientist,EX,FT,Remote,2023,US,220000,USD,220000,US,M,100
Data Scientist,EX,FT,Remote,2023,US,120000,USD,120000,US,M,100
Research Analyst,EN,FT,On-site,2023,US,91200,USD,91200,US,M,0
Research Analyst,EN,FT,On-site,2023,US,58200,USD,58200,US,M,0
Data Scientist,SE,FT,Remote,2023,US,192000,USD,192000,US,M,100
Data Scientist,SE,FT,Remote,2023,US,178000,USD,178000,US,M,100
Data Engineer,SE,FT,Remote,2023,US,210000,USD,210000,US,M,100
Research Engineer,EN,FT,On-site,2023,US,160000,USD,160000,US,M,0
Research Engineer,EN,FT,On-site,2023,US,150000,USD,150000,US,M,0
